brand,model,year,km,transmission,drivetrain,body,price,car_age,km_per_year
Kia,Rio,2010,171942.0,Автомат,Передний,Седан,315964,16,10746
Volkswagen,Golf,2018,92050.0,Автомат,Передний,Хэтчбек,603820,8,11506
Toyota,Camry,2022,51649.0,Механика,Полный,Седан,2301516,4,12912
Hyundai,Santa Fe,2012,241629.0,Механика,Передний,Кроссовер,297799,14,17259
BMW,5 Series,2009,273080.0,Механика,Передний,Хэтчбек,304439,17,16064
Volkswagen,Polo,2016,220764.0,Механика,Задний,Кроссовер,340420,10,22076
Kia,Optima,2019,136529.0,Автомат,Передний,Седан,624442,7,19504
Toyota,Corolla,2024,29588.0,Механика,Задний,Седан,2747383,2,14794
BMW,X5,2020,93913.0,Автомат,Передний,Кроссовер,1831517,6,15652
Toyota,Corolla,2013,194598.0,Автомат,Передний,Хэтчбек,359131,13,14969
Kia,Optima,2018,122528.0,Механика,Полный,Седан,541929,8,15316
Toyota,Land Cruiser,2022,77272.0,Робот,Передний,Седан,2339531,4,19318
Toyota,Camry,2011,255902.0,Автомат,Полный,Кроссовер,328973,15,17060
Hyundai,Solaris,2008,321527.0,Механика,Полный,Хэтчбек,298886,18,17863
BMW,5 Series,2013,219456.0,Механика,Полный,Седан,255547,13,16881
Toyota,Corolla,2013,98496.0,Автомат,Передний,Хэтчбек,752372,13,7577
BMW,X3,2013,111406.0,Автомат,Передний,Хэтчбек,719209,13,8570
Toyota,RAV4,2014,143389.0,Автомат,Передний,Кроссовер,574014,12,11949
Volkswagen,Polo,2024,35423.0,Автомат,Полный,Седан,1425593,2,17712
Kia,Sportage,2021,83121.0,Автомат,Полный,Седан,1054798,5,16624
BMW,3 Series,2015,163874.0,Автомат,Передний,Седан,711079,11,14898
Hyundai,Santa Fe,2024,15847.0,Автомат,Передний,Седан,1848947,2,7924
Kia,Optima,2013,204865.0,Автомат,Передний,Кроссовер,262444,13,15759
BMW,X5,2008,334915.0,Автомат,Полный,Седан,283201,18,18606
BMW,5 Series,2022,58202.0,Автомат,Задний,Хэтчбек,1925789,4,14550
Kia,Ceed,2008,316170.0,Робот,Полный,Хэтчбек,255392,18,17565
Volkswagen,Polo,2018,126128.0,Механика,Задний,Хэтчбек,632139,8,15766
Hyundai,ix35,2019,106914.0,Робот,Передний,Седан,823123,7,15273
BMW,X3,2016,110150.0,Механика,Полный,Кроссовер,846168,10,11015
Hyundai,ix35,2012,206553.0,Механика,Полный,Кроссовер,314161,14,14754
Toyota,RAV4,2008,316665.0,Автомат,Передний,Хэтчбек,266315,18,17592
Toyota,Land Cruiser,2013,234304.0,Механика,Передний,Седан,272929,13,18023
BMW,3 Series,2018,102588.0,Автомат,Полный,Хэтчбек,1416337,8,12824
Volkswagen,Polo,2013,186534.0,Автомат,Передний,Седан,292227,13,14349
Hyundai,Solaris,2022,70544.0,Автомат,Полный,Кроссовер,1378607,4,17636
BMW,5 Series,2013,180673.0,Механика,Передний,Хэтчбек,361548,13,13898
BMW,5 Series,2019,123840.0,Автомат,Передний,Кроссовер,1309956,7,17691
Kia,Ceed,2019,121570.0,Автомат,Передний,Кроссовер,768308,7,17367
Toyota,Camry,2018,131878.0,Автомат,Передний,Хэтчбек,1114288,8,16485
Toyota,Camry,2016,196129.0,Робот,Полный,Кроссовер,726724,10,19613
BMW,5 Series,2011,257225.0,Автомат,Передний,Хэтчбек,320306,15,17148
Kia,Rio,2017,136858.0,Автомат,Передний,Кроссовер,470515,9,15206
BMW,X5,2018,94052.0,Робот,Передний,Кроссовер,1470811,8,11756
Hyundai,Tucson,2024,19939.0,Робот,Передний,Кроссовер,1663397,2,9970
Hyundai,Tucson,2013,111401.0,Автомат,Полный,Кроссовер,310881,13,8569
Kia,Sportage,2017,141650.0,Автомат,Передний,Хэтчбек,372104,9,15739
Volkswagen,Golf,2019,113445.0,Автомат,Задний,Седан,775466,7,16206
BMW,X3,2013,230774.0,Автомат,Полный,Хэтчбек,343302,13,17752
Hyundai,Santa Fe,2018,146343.0,Автомат,Передний,Седан,557398,8,18293
BMW,X3,2009,249522.0,Механика,Передний,Седан,342034,17,14678
Volkswagen,Tiguan,2015,132920.0,Автомат,Передний,Кроссовер,269642,11,12084
Kia,Sportage,2019,134341.0,Автомат,Передний,Кроссовер,604750,7,19192
BMW,5 Series,2018,121930.0,Механика,Передний,Хэтчбек,1046928,8,15241
Toyota,Land Cruiser,2020,58241.0,Автомат,Задний,Седан,1729030,6,9707
Toyota,RAV4,2008,173223.0,Механика,Задний,Кроссовер,294992,18,9624
Kia,Sportage,2024,17173.0,Механика,Передний,Кроссовер,1627498,2,8586
BMW,3 Series,2008,271027.0,Автомат,Передний,Седан,341068,18,15057
Kia,Optima,2020,67105.0,Автомат,Передний,Хэтчбек,990317,6,11184
Volkswagen,Passat,2019,82456.0,Автомат,Полный,Хэтчбек,893512,7,11779
Volkswagen,Polo,2021,73788.0,Механика,Передний,Хэтчбек,1009824,5,14758
Volkswagen,Polo,2015,140768.0,Механика,Передний,Кроссовер,287791,11,12797
Kia,Ceed,2010,174321.0,Автомат,Передний,Хэтчбек,330224,16,10895
Volkswagen,Golf,2009,210598.0,Механика,Полный,Кроссовер,303518,17,12388
BMW,X5,2020,119121.0,Автомат,Передний,Седан,1585707,6,19854
Volkswagen,Polo,2013,156961.0,Автомат,Передний,Хэтчбек,259671,13,12074
BMW,X3,2019,76350.0,Автомат,Полный,Хэтчбек,1502568,7,10907
Volkswagen,Passat,2012,258361.0,Автомат,Передний,Хэтчбек,344958,14,18454
BMW,X5,2023,51955.0,Механика,Передний,Кроссовер,2197518,3,17318
Toyota,Corolla,2017,105104.0,Механика,Полный,Хэтчбек,1173425,9,11678
Hyundai,ix35,2011,256350.0,Робот,Полный,Хэтчбек,323310,15,17090
Hyundai,ix35,2011,225648.5,Автомат,Передний,Хэтчбек,296554,15,15043
Hyundai,Solaris,2014,201533.0,Механика,Передний,Седан,327636,12,16794
Volkswagen,Polo,2020,105403.0,Автомат,Передний,Кроссовер,894880,6,17567
Volkswagen,Passat,2008,189802.0,Автомат,Передний,Седан,256445,18,10545
Toyota,Land Cruiser,2010,236141.0,Автомат,Полный,Хэтчбек,318557,16,14759
Hyundai,ix35,2015,185010.0,Автомат,Полный,Хэтчбек,298403,11,16819
Volkswagen,Golf,2010,251978.0,Механика,Полный,Седан,333427,16,15749
Toyota,Camry,2012,222875.0,Автомат,Передний,Хэтчбек,306457,14,15920
Toyota,Corolla,2023,40292.0,Автомат,Передний,Кроссовер,2386350,3,13431
Toyota,Camry,2023,59850.0,Автомат,Передний,Хэтчбек,2751762,3,19950
Volkswagen,Golf,2014,124278.0,Механика,Передний,Хэтчбек,325674,12,10356
Volkswagen,Golf,2017,149576.0,Автомат,Полный,Седан,392258,9,16620
Kia,Sportage,2016,148306.0,Автомат,Полный,Хэтчбек,286626,10,14831
Kia,Sportage,2010,181000.0,Механика,Задний,Хэтчбек,308582,16,11312
Toyota,Camry,2022,43936.0,Робот,Передний,Седан,2378296,4,10984
Toyota,Land Cruiser,2010,156826.0,Автомат,Задний,Хэтчбек,305729,16,9802
Hyundai,ix35,2023,54956.0,Автомат,Полный,Хэтчбек,1450276,3,18319
Volkswagen,Golf,2008,260359.0,Механика,Передний,Хэтчбек,334469,18,14464
Toyota,Land Cruiser,2011,164581.0,Механика,Полный,Кроссовер,256385,15,10972
BMW,X5,2024,35610.0,Автомат,Полный,Седан,2514545,2,17805
Hyundai,Tucson,2010,244286.0,Механика,Передний,Кроссовер,294061,16,15268
BMW,3 Series,2016,160554.0,Механика,Полный,Кроссовер,702826,10,16055
Hyundai,ix35,2022,35609.0,Механика,Передний,Хэтчбек,1275007,4,8902
Volkswagen,Passat,2023,42044.0,Автомат,Передний,Кроссовер,1529600,3,14015
Kia,Sportage,2023,53373.0,Автомат,Полный,Хэтчбек,1551594,3,17791
Toyota,Corolla,2020,78619.0,Автомат,Передний,Хэтчбек,1723394,6,13103
Toyota,RAV4,2017,182734.0,Автомат,Передний,Хэтчбек,868054,9,20304
Hyundai,Santa Fe,2008,291874.0,Механика,Передний,Кроссовер,333635,18,16215
Toyota,Land Cruiser,2013,232521.0,Автомат,Передний,Хэтчбек,339265,13,17886
BMW,5 Series,2009,356934.0,Автомат,Передний,Седан,300236,17,20996
Volkswagen,Passat,2011,225025.0,Автомат,Передний,Хэтчбек,291870,15,15002
Kia,Rio,2008,377116.0,Робот,Полный,Хэтчбек,328271,18,20951
BMW,X5,2010,245458.0,Механика,Передний,Хэтчбек,301350,16,15341
Hyundai,ix35,2020,103173.0,Робот,Передний,Седан,813530,6,17196
Kia,Ceed,2023,41940.0,Механика,Передний,Кроссовер,1270245,3,13980
Volkswagen,Passat,2014,197639.0,Механика,Полный,Хэтчбек,296565,12,16470
Hyundai,Solaris,2016,137458.0,Автомат,Полный,Кроссовер,369469,10,13746
BMW,X5,2023,46345.0,Автомат,Передний,Кроссовер,2411577,3,15448
Kia,Ceed,2021,109892.0,Автомат,Полный,Хэтчбек,863031,5,21978
Hyundai,Tucson,2018,75916.0,Автомат,Задний,Хэтчбек,746098,8,9490
Hyundai,Tucson,2008,229336.0,Автомат,Полный,Хэтчбек,322823,18,12741
Volkswagen,Tiguan,2009,324035.0,Механика,Полный,Кроссовер,317696,17,19061
Volkswagen,Golf,2014,168420.0,Автомат,Полный,Хэтчбек,265285,12,14035
Kia,Rio,2010,242447.0,Автомат,Передний,Кроссовер,332157,16,15153
Toyota,Camry,2010,147290.0,Автомат,Полный,Седан,277794,16,9206
Hyundai,Tucson,2016,199779.0,Механика,Полный,Хэтчбек,266464,10,19978
Hyundai,Solaris,2021,77640.0,Автомат,Полный,Кроссовер,1175331,5,15528
Toyota,Corolla,2021,99748.0,Робот,Передний,Седан,1823577,5,19950
Hyundai,Santa Fe,2011,197561.0,Механика,Полный,Кроссовер,261669,15,13171
Kia,Rio,2020,71980.0,Автомат,Полный,Хэтчбек,917433,6,11997
Toyota,Land Cruiser,2018,117004.0,Механика,Полный,Хэтчбек,1191573,8,14626
Kia,Sportage,2024,41569.0,Автомат,Передний,Кроссовер,1653453,2,20784
Hyundai,Tucson,2012,132222.0,Автомат,Передний,Седан,323265,14,9444
Toyota,Camry,2019,84822.0,Автомат,Полный,Кроссовер,1356985,7,12117
Toyota,Camry,2011,256729.0,Механика,Полный,Седан,269082,15,17115
Kia,Rio,2020,70678.0,Автомат,Передний,Кроссовер,877299,6,11780
BMW,5 Series,2019,147151.0,Механика,Полный,Седан,1369761,7,21022
BMW,X5,2024,37412.0,Автомат,Задний,Седан,2539131,2,18706
Volkswagen,Golf,2021,53028.0,Автомат,Полный,Седан,991002,5,10606
Volkswagen,Passat,2022,71402.0,Автомат,Передний,Кроссовер,1297076,4,17850
Hyundai,Santa Fe,2015,198420.0,Автомат,Передний,Седан,292371,11,18038
Toyota,Corolla,2012,264885.0,Механика,Передний,Седан,334930,14,18920
Volkswagen,Passat,2015,180659.0,Механика,Передний,Хэтчбек,328144,11,16424
Volkswagen,Golf,2013,255392.0,Механика,Полный,Кроссовер,296924,13,19646
Volkswagen,Polo,2024,23509.0,Робот,Полный,Кроссовер,1820216,2,11754
Toyota,RAV4,2023,32619.0,Автомат,Полный,Седан,2571322,3,10873
Volkswagen,Polo,2017,175080.0,Автомат,Передний,Кроссовер,323105,9,19453
Toyota,RAV4,2017,143414.0,Автомат,Полный,Хэтчбек,1124007,9,15935
BMW,3 Series,2012,149969.0,Робот,Задний,Седан,447175,14,10712
BMW,5 Series,2021,73677.0,Механика,Полный,Седан,1700909,5,14735
Toyota,Camry,2019,86713.0,Автомат,Полный,Хэтчбек,1719314,7,12388
Kia,Sportage,2008,358622.0,Автомат,Полный,Седан,307175,18,19923
Hyundai,ix35,2021,108700.0,Автомат,Передний,Кроссовер,976737,5,21740
Toyota,Corolla,2019,158366.0,Робот,Полный,Седан,1217461,7,22624
Volkswagen,Tiguan,2012,184062.0,Механика,Полный,Седан,307487,14,13147
BMW,X3,2018,94162.0,Механика,Полный,Седан,1379123,8,11770
Volkswagen,Passat,2022,57615.0,Механика,Передний,Хэтчбек,1175153,4,14404
Hyundai,Solaris,2012,224177.0,Робот,Передний,Хэтчбек,324832,14,16013
BMW,X3,2014,219376.0,Автомат,Передний,Кроссовер,399013,12,18281
Volkswagen,Passat,2021,61674.0,Автомат,Передний,Седан,1033125,5,12335
Kia,Optima,2022,57156.0,Автомат,Задний,Седан,1131211,4,14289
BMW,X3,2015,188905.0,Автомат,Передний,Седан,536811,11,17173
Hyundai,Santa Fe,2020,89542.0,Автомат,Передний,Седан,1112788,6,14924
Kia,Optima,2013,193365.0,Автомат,Полный,Седан,267343,13,14874
Kia,Optima,2021,58031.0,Автомат,Передний,Седан,1249429,5,11606
Hyundai,Solaris,2017,92309.0,Механика,Полный,Хэтчбек,672762,9,10257
Hyundai,Solaris,2017,51409.0,Автомат,Полный,Хэтчбек,743108,9,5712
Hyundai,Santa Fe,2020,88742.0,Автомат,Полный,Хэтчбек,793163,6,14790
Kia,Optima,2014,261797.0,Автомат,Полный,Седан,336296,12,21816
Volkswagen,Polo,2024,32095.0,Автомат,Передний,Хэтчбек,1599330,2,16048
BMW,X5,2015,109775.0,Автомат,Полный,Седан,761477,11,9980
BMW,3 Series,2010,201095.0,Механика,Передний,Кроссовер,306895,16,12568
Hyundai,Tucson,2021,64217.0,Автомат,Задний,Хэтчбек,1047613,5,12843
Toyota,Corolla,2012,239119.0,Автомат,Передний,Седан,301975,14,17080
BMW,3 Series,2020,66531.0,Механика,Полный,Кроссовер,1613636,6,11088
BMW,3 Series,2008,218552.0,Автомат,Задний,Кроссовер,340019,18,12142
Toyota,RAV4,2022,55812.0,Автомат,Передний,Кроссовер,2385033,4,13953
Volkswagen,Golf,2009,260438.0,Механика,Задний,Седан,290807,17,15320
Kia,Rio,2018,171577.0,Автомат,Передний,Хэтчбек,416304,8,21447
Toyota,Land Cruiser,2022,60340.0,Автомат,Передний,Седан,2222529,4,15085
BMW,3 Series,2022,74187.0,Автомат,Передний,Седан,1957780,4,18547
BMW,3 Series,2020,95980.0,Автомат,Передний,Кроссовер,1706497,6,15997
Kia,Sportage,2018,91408.0,Автомат,Полный,Кроссовер,625743,8,11426
